This file was created using the 202605 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197408,   -7.46,   -8.12,   -9.03,   -8.24,   -9.59,  -10.13,   -9.46,   -9.25,   -8.83,   -5.81,  -11.31,   -8.69,  -11.33,   -9.87,  -10.46,   -8.91,  -10.24
197409,   -9.74,   -6.47,  -16.13,   -9.24,  -12.68,  -13.21,   -9.19,  -15.41,  -16.80,   -9.25,   -9.22,  -13.33,  -11.39,  -14.79,  -11.13,   -9.31,   -9.01
197410,   13.56,   12.67,   17.84,   19.49,   17.23,   20.75,   17.36,   16.81,   18.80,   18.20,   21.23,   16.44,   18.78,   22.30,   18.76,   19.00,   15.02
197411,   -3.36,   -2.58,   -5.20,   -5.10,   -4.77,   -2.58,   -2.55,   -5.94,   -4.51,   -4.91,   -5.35,   -4.50,   -5.30,   -1.79,   -3.61,   -2.89,   -2.04
197412,   -1.70,   -3.19,   -2.54,   -1.76,   -2.93,   -4.13,   -4.45,   -4.84,   -0.44,   -1.52,   -2.07,   -2.52,   -3.72,   -3.23,   -5.33,   -3.84,   -5.34
197501,   15.78,   16.84,   13.47,   11.54,   13.34,   11.56,   18.68,   12.83,   14.02,   13.67,    8.73,   12.71,   14.58,    7.59,   17.03,   16.73,   21.63
197502,    4.01,    3.16,    9.45,    6.03,    8.74,    7.15,    3.50,   13.20,    6.21,    5.97,    6.11,   10.02,    6.28,    9.39,    4.32,    2.64,    4.76
197503,    3.16,    5.57,    3.25,    2.74,    2.74,    3.26,    2.79,    3.72,    2.82,    2.51,    3.06,    1.84,    4.52,    3.50,    2.93,    2.94,    2.59
197504,    4.07,    3.64,    7.82,    5.04,    3.39,    5.70,    3.56,   10.63,    5.21,    3.34,    7.37,    2.38,    5.36,    6.69,    4.37,    4.36,    2.42
197505,    6.83,    4.68,    6.89,    3.52,    5.01,    6.03,    6.97,    4.73,    9.01,    2.25,    5.19,    5.49,    4.11,    4.52,    8.10,    7.37,    6.39
197506,    7.38,    6.33,    3.67,    4.02,    3.53,    4.11,    8.57,    2.30,    4.96,    3.46,    4.74,    1.99,    6.48,    2.73,    5.93,    9.15,    7.71
197507,   -5.18,   -5.00,   -6.53,   -6.12,   -7.57,   -8.01,   -4.19,   -6.02,   -7.13,   -4.98,   -7.69,   -8.43,   -7.20,   -7.57,   -8.52,   -4.75,   -3.14
197508,   -1.95,   -2.80,   -2.45,   -1.34,   -2.03,   -3.50,   -3.64,   -1.67,   -3.40,   -0.96,   -1.89,   -1.47,   -2.28,   -2.88,   -4.23,   -3.98,   -3.00
197509,   -3.72,   -3.98,   -3.93,   -5.88,   -2.32,   -4.03,   -1.26,   -2.48,   -5.70,   -5.91,   -5.84,   -3.27,   -1.90,   -3.55,   -4.61,   -0.85,   -2.01
197510,    4.96,    4.59,    6.53,    7.46,    6.39,    7.24,    3.86,    6.09,    7.08,    8.00,    6.67,    4.44,    7.22,    6.91,    7.64,    3.52,    4.49
197511,    2.04,    3.74,    2.60,    3.05,    4.17,    2.57,    3.17,    3.59,    1.36,    3.72,    2.08,    2.37,    4.92,    2.12,    3.13,    3.49,    2.57
197512,   -0.39,   -1.85,   -0.15,   -2.47,   -0.78,   -2.08,   -0.11,   -0.25,   -0.04,   -2.61,   -2.27,   -0.89,   -0.74,   -2.07,   -2.08,   -0.41,    0.45
197601,   13.02,   14.86,   13.73,   13.17,   11.40,   12.36,   10.82,   12.25,   15.61,   11.77,   15.24,   10.53,   11.75,   12.08,   12.69,    9.94,   12.44
197602,    1.16,    2.82,    0.57,    0.20,   -0.75,    1.10,   -0.49,   -0.67,    2.12,    1.38,   -1.49,   -3.95,    0.54,    1.42,    0.72,   -1.04,    0.51
197603,    4.11,    1.08,    3.28,    2.54,    2.91,    1.88,    2.83,    5.97,    0.06,    3.38,    1.31,    4.21,    2.41,    2.31,    1.36,    3.41,    1.79
197604,   -1.46,   -0.45,   -2.22,   -0.62,   -1.03,   -1.62,   -0.58,   -2.47,   -1.89,   -1.39,    0.54,   -2.22,   -0.56,   -2.19,   -0.92,   -0.55,   -0.63
197605,    0.03,   -2.08,   -0.52,   -1.93,   -0.97,   -1.80,    0.43,   -1.05,    0.14,   -3.01,   -0.33,   -0.60,   -1.11,   -1.37,   -2.32,    0.06,    1.10
197606,    5.54,    4.75,    4.14,    3.27,    5.39,    4.45,    4.23,    2.60,    6.07,    2.08,    4.99,    5.45,    5.37,    4.91,    3.89,    4.43,    3.87
197607,    0.38,    0.47,   -1.04,   -0.82,   -1.11,   -1.22,    0.97,   -1.11,   -0.93,    0.10,   -1.69,   -0.33,   -1.75,   -2.28,   -0.60,    2.26,   -0.86
197608,   -1.10,   -1.34,    0.00,   -0.81,    0.15,    0.51,    1.34,    0.13,   -0.22,   -1.14,   -0.50,    0.94,   -0.52,   -0.98,    1.36,    1.06,    1.74
197609,    3.44,    2.80,    2.76,    1.11,    2.61,    3.05,    3.53,    1.75,    4.41,    0.83,    1.38,    1.94,    3.19,    3.01,    3.07,    3.71,    3.29
197610,   -1.82,   -1.64,   -2.78,   -1.59,   -2.99,   -1.42,   -1.32,   -3.27,   -2.02,   -1.62,   -1.56,   -3.24,   -2.77,   -3.22,   -0.42,   -1.04,   -1.73
197611,    2.53,    2.11,   -0.13,   -0.71,   -0.72,    2.35,    2.31,   -0.68,    0.73,   -0.83,   -0.59,   -2.41,    0.72,    2.14,    2.47,    2.26,    2.38
197612,    8.24,    8.30,    6.85,    5.30,    4.94,    4.61,    5.60,    5.94,    8.25,    5.14,    5.44,    5.17,    4.74,    4.68,    4.57,    4.66,    6.94
197701,   -0.94,   -0.69,   -3.54,   -7.59,   -4.68,   -3.59,   -1.64,   -3.53,   -3.55,   -7.27,   -7.89,   -6.19,   -3.43,   -6.63,   -1.93,   -2.31,   -0.71
197702,   -2.46,   -1.67,   -1.81,   -1.10,   -1.76,   -1.01,   -2.19,   -1.51,   -2.26,   -1.05,   -1.15,   -2.58,   -1.10,   -1.97,   -0.52,   -1.74,   -2.79
197703,   -0.56,   -0.47,   -2.11,   -0.89,   -1.24,   -1.07,    0.22,   -2.09,   -2.15,   -0.59,   -1.18,   -1.76,   -0.82,   -1.83,   -0.69,   -0.12,    0.69
197704,    2.03,    1.57,    0.76,   -0.77,   -0.93,    0.90,    1.25,   -0.20,    2.23,   -0.80,   -0.74,   -1.17,   -0.73,    1.25,    0.73,   -0.02,    3.00
197705,   -0.97,    0.65,   -1.62,   -2.34,   -2.03,   -0.48,    0.51,   -2.40,   -0.44,   -1.84,   -2.81,   -1.93,   -2.10,   -1.78,    0.17,    1.31,   -0.57
197706,    5.82,    4.72,    5.07,    5.28,    6.04,    4.02,    4.95,    5.54,    4.38,    6.00,    4.59,    5.00,    6.86,    5.32,    3.37,    4.89,    5.04
197707,   -1.60,   -0.34,   -1.57,   -2.17,   -1.00,   -1.61,   -0.64,   -2.42,   -1.02,   -2.83,   -1.32,   -0.14,   -2.42,   -1.31,   -1.74,    0.20,   -1.73
197708,   -0.53,   -1.45,   -1.50,   -0.84,   -0.24,   -2.60,   -1.87,    0.05,   -2.51,   -2.12,    0.78,    0.55,   -1.57,   -3.41,   -2.24,   -1.65,   -2.17
197709,    1.13,    0.22,   -0.42,    0.75,   -1.60,    1.21,    0.41,   -0.12,   -0.63,    0.75,    0.76,   -1.72,   -1.39,   -0.54,    1.97,    0.61,    0.14
197710,   -3.92,   -4.50,   -4.56,   -3.91,   -3.21,   -4.10,   -3.55,   -5.58,   -3.88,   -4.26,   -3.48,   -3.02,   -3.55,   -2.68,   -4.71,   -3.98,   -2.97
197711,    4.27,    5.86,    3.61,    4.91,    4.82,    3.91,    5.00,    3.80,    3.48,    5.41,    4.29,    4.81,    4.84,    5.29,    3.30,    5.49,    4.35
197712,    0.43,    1.05,    0.68,   -0.08,    1.29,    1.20,   -0.08,    0.54,    0.77,   -0.15,    0.00,    1.38,    1.12,    0.62,    1.46,   -0.13,   -0.01
197801,   -4.78,   -3.34,   -5.88,   -6.15,   -5.52,   -6.09,   -5.79,   -5.09,   -6.40,   -6.44,   -5.80,   -5.30,   -5.90,   -7.14,   -5.63,   -5.50,   -6.19
197802,    0.22,   -0.57,   -2.14,   -1.14,   -2.42,    0.82,   -0.92,   -2.26,   -2.05,   -1.20,   -1.06,   -2.66,   -2.00,   -0.53,    1.40,   -1.08,   -0.71
197803,    4.93,    6.15,    3.08,    3.97,    0.74,    4.05,    3.37,    4.05,    2.44,    4.09,    3.83,   -1.31,    4.26,    4.38,    3.91,    3.22,    3.57
197804,    9.19,    6.82,    9.39,    9.71,   11.49,    6.68,    5.72,    9.26,    9.48,    9.54,    9.90,   12.36,   10.08,    8.69,    5.83,    5.13,    6.52
197805,    3.28,    4.15,    2.17,    2.59,    1.63,    0.97,    2.32,    2.62,    1.87,    2.98,    2.09,    0.51,    3.47,    2.19,    0.44,    2.10,    2.62
197806,   -1.63,   -0.92,   -2.26,   -0.47,   -0.99,   -1.50,   -0.41,   -1.12,   -3.03,   -0.95,    0.14,   -0.84,   -1.23,   -0.67,   -1.87,   -0.24,   -0.62
197807,    6.93,    6.27,    6.88,    5.35,    6.45,    5.26,    3.02,    7.72,    6.03,    5.72,    5.03,    6.32,    6.66,    5.52,    5.02,    2.37,    4.46
197808,    5.06,    6.19,    3.90,    4.45,    3.09,    4.32,    4.25,    3.11,    4.71,    5.27,    3.73,    2.29,    4.38,    4.12,    4.51,    4.08,    4.60
197809,   -0.63,   -1.51,   -1.43,    0.00,   -1.75,   -0.63,   -0.39,   -1.82,   -1.04,    0.97,   -0.84,   -2.41,   -0.69,   -0.82,   -0.46,    0.24,   -1.73
197810,   -9.69,  -16.10,  -10.88,  -12.68,  -11.24,  -12.93,   -9.21,  -10.76,  -10.99,  -12.54,  -12.80,  -10.36,  -12.62,  -12.06,  -13.75,   -7.79,  -12.29
197811,    3.23,    3.59,    2.94,    3.60,    3.88,    3.19,    3.61,    4.46,    1.42,    3.41,    3.78,    3.56,    4.40,    2.98,    3.40,    3.33,    4.24
197812,    2.92,    1.15,    2.44,    1.07,    1.28,    1.76,    0.01,    1.99,    2.90,    1.45,    0.74,    1.01,    1.72,    2.36,    1.19,   -0.39,    0.92
197901,    4.94,    6.64,    3.92,    6.47,    4.16,    5.54,    4.81,    3.98,    3.85,    6.85,    6.14,    2.59,    6.66,    4.57,    6.48,    4.40,    5.73
197902,   -2.89,   -3.01,   -3.28,   -3.28,   -4.13,   -2.97,   -1.79,   -3.27,   -3.28,   -2.86,   -3.65,   -4.38,   -3.74,   -3.02,   -2.93,   -1.72,   -1.94
197903,    6.96,    7.16,    5.95,    7.43,    7.24,    7.37,    4.07,    6.92,    4.95,    7.90,    7.01,    5.96,    9.17,    7.40,    7.34,    2.87,    6.71
197904,    0.77,    1.51,    0.81,    1.05,    0.92,    1.55,   -0.91,    1.17,    0.45,    0.20,    1.81,    0.63,    1.33,    1.13,    1.94,   -1.48,    0.32
197905,   -1.55,   -2.05,   -2.37,   -2.16,   -1.63,   -1.47,    0.04,   -2.83,   -1.88,   -2.36,   -1.98,   -1.94,   -1.19,   -0.97,   -1.94,   -0.26,    0.69
197906,    3.11,    5.18,    4.64,    6.16,    5.07,    5.36,    4.34,    4.45,    4.83,    6.45,    5.91,    4.36,    6.07,    5.62,    5.12,    3.48,    6.12
197907,    0.63,    2.80,    1.91,    1.86,    1.86,    1.72,    1.73,    1.05,    3.13,    0.94,    2.71,    1.05,    2.89,    1.97,    1.58,    1.29,    2.48
197908,    5.27,    5.33,    7.43,    7.10,    6.58,    6.42,    5.73,    8.10,    6.52,    7.09,    7.11,    6.65,    6.50,    8.62,    5.16,    5.78,    5.65
197909,    0.96,   -0.47,    0.35,    0.15,   -0.41,   -0.79,   -1.20,    0.83,   -0.30,   -0.59,    0.81,   -0.50,   -0.29,   -0.94,   -0.70,   -1.52,   -0.66
197910,   -6.33,  -11.17,   -7.04,   -7.19,   -7.72,   -6.88,   -7.22,   -6.16,   -8.27,   -7.83,   -6.62,   -8.46,   -6.79,   -8.50,   -5.92,   -7.24,   -7.18
197911,    4.02,    5.88,    6.04,    7.68,    6.02,    6.99,    7.72,    5.03,    7.49,    5.22,    9.84,    5.40,    6.80,    7.90,    6.47,    7.24,    8.52
197912,    1.33,    5.16,    2.54,    4.19,    3.83,    2.24,    2.37,    2.16,    3.06,    3.81,    4.51,    4.03,    3.59,    4.32,    1.03,    1.11,    4.43
198001,    9.39,    6.91,    6.08,    5.23,    4.40,    4.61,    5.31,    5.86,    6.38,    2.90,    7.19,    3.09,    6.02,    7.27,    2.99,    4.66,    6.35
198002,    0.59,   -4.26,    3.38,   -3.39,   -2.76,   -1.27,   -2.57,    6.07,   -0.32,   -3.71,   -3.12,   -3.50,   -1.87,   -2.92,   -0.23,   -3.07,   -1.80
198003,  -12.34,  -15.28,  -11.35,  -12.70,  -10.10,   -9.89,  -10.60,  -12.14,  -10.21,  -12.13,  -13.17,   -8.37,  -12.15,  -12.00,   -8.57,   -8.75,  -13.44
198004,    2.52,    5.53,    5.20,    4.55,    4.52,    5.78,    9.51,    5.96,    4.12,    4.59,    4.52,    3.83,    5.37,    4.10,    6.79,    9.89,    8.91
198005,    5.46,    7.24,    6.52,    8.04,    6.47,    5.07,    4.78,    5.97,    7.32,    9.47,    6.88,    7.41,    5.33,    6.69,    4.13,    4.46,    5.31
198006,    4.09,    5.00,    2.33,    2.76,    3.30,    3.23,    3.98,    1.73,    3.18,    3.10,    2.47,    2.97,    3.71,    3.25,    3.21,    2.76,    5.93
198007,    7.95,    6.63,    7.15,    9.36,    9.31,    5.78,    4.36,    7.59,    6.70,   10.28,    8.28,    7.59,   10.85,    4.79,    6.90,    3.83,    5.18
198008,    2.21,    2.96,    1.56,    2.92,    3.50,    1.89,    2.15,    1.81,    1.32,    2.47,    3.45,    3.43,    3.57,    2.18,    1.57,    1.94,    2.49
198009,    1.40,    5.02,    1.25,    3.68,    3.29,    6.75,    2.19,    0.43,    2.07,    3.88,    3.45,    3.78,    2.87,    7.66,    5.73,    0.67,    4.46
198010,    3.70,    1.69,    2.28,    1.52,    1.06,    3.35,   -0.10,    2.46,    2.09,    0.95,    2.19,    0.53,    1.53,    3.68,    2.97,   -1.21,    1.50
198011,   11.58,    7.97,   10.93,    9.05,    7.95,   15.55,    7.91,    7.32,   14.54,    8.33,    9.90,    9.76,    6.40,   19.75,   10.67,    6.03,   10.57
198012,   -4.19,   -5.30,   -3.02,    0.56,   -1.38,   -4.77,   -2.58,   -1.74,   -4.22,   -1.64,    3.07,   -0.16,   -2.46,   -6.37,   -2.77,   -1.13,   -4.53
198101,   -2.79,   -2.92,   -4.13,   -4.35,   -3.30,   -8.01,   -1.80,   -3.07,   -5.15,   -2.32,   -6.56,   -4.53,   -2.17,   -9.32,   -6.42,    0.13,   -4.54
198102,    1.22,    0.90,    2.71,    2.90,    2.86,    1.36,    0.89,    4.13,    1.30,    3.60,    2.12,    2.45,    3.21,    1.51,    1.18,    0.83,    0.98
198103,    3.74,    8.39,    1.78,    7.22,    6.91,    5.00,    5.30,    1.37,    2.19,    7.80,    6.55,    6.16,    7.56,    4.77,    5.27,    4.73,    6.14
198104,   -0.06,   -0.18,   -2.64,   -1.71,    0.34,   -2.93,    0.37,   -3.13,   -2.14,   -1.54,   -1.90,    0.79,   -0.04,   -5.33,   -0.11,    1.62,   -1.45
198105,    0.47,    1.83,   -0.39,    0.73,    2.17,    0.69,    3.33,    0.42,   -1.20,   -0.34,    1.97,    1.86,    2.44,    0.62,    0.75,    3.54,    3.02
198106,   -0.23,   -0.41,    0.35,   -1.63,   -1.76,   -1.12,   -1.38,   -0.45,    1.18,    0.52,   -4.04,   -1.79,   -1.73,    0.10,   -2.48,   -0.98,   -1.99
198107,    1.00,   -0.30,    0.84,   -1.91,   -2.33,   -0.13,    0.05,    0.04,    2.37,   -1.36,   -2.81,   -2.66,   -1.98,    0.11,   -0.34,   -0.30,    0.43
198108,   -5.72,   -5.49,   -5.58,   -5.81,   -7.54,   -5.08,   -6.19,   -4.98,   -6.68,   -5.87,   -5.70,   -7.77,   -7.30,   -6.76,   -3.70,   -5.03,   -7.42
198109,   -4.60,   -8.54,   -6.14,   -5.95,   -5.47,   -4.37,   -6.98,   -5.18,   -7.96,   -6.75,   -4.63,   -5.79,   -5.16,   -7.08,   -2.22,   -6.14,   -7.90
198110,    4.47,    6.98,    5.16,    6.27,    7.70,    5.24,    8.59,    4.73,    5.99,    6.48,    5.94,    7.95,    7.46,    4.42,    5.88,    8.12,    9.12
198111,    6.57,    4.62,    4.71,    4.83,    1.55,    3.90,    4.13,    5.31,    3.46,    4.71,    5.02,    2.24,    0.86,    5.24,    2.88,    2.86,    5.51
198112,   -3.79,   -2.68,   -2.01,   -2.95,   -1.67,   -2.53,   -3.57,   -1.66,   -2.75,   -2.82,   -3.18,   -2.06,   -1.28,   -3.66,   -1.64,   -2.40,   -4.83
198201,   -1.73,   -2.93,   -1.60,   -3.21,   -2.82,   -2.14,   -2.89,   -1.51,   -1.81,   -3.99,   -1.91,   -3.81,   -1.85,   -3.79,   -0.87,   -1.86,   -3.99
198202,   -4.22,   -5.16,   -5.54,   -4.21,   -3.51,   -5.84,   -4.36,   -6.06,   -4.42,   -5.26,   -2.49,   -4.44,   -2.60,   -4.89,   -6.54,   -4.53,   -4.17
198203,   -0.35,    0.68,   -0.34,   -1.00,   -1.99,    0.55,   -2.16,   -0.24,   -0.56,   -1.03,   -0.93,   -1.63,   -2.34,    0.86,    0.31,   -1.80,   -2.55
198204,    4.35,    5.24,    4.21,    4.71,    5.70,    3.69,    4.74,    4.37,    3.87,    3.80,    6.14,    4.62,    6.74,    4.09,    3.39,    4.47,    5.03
198205,   -2.00,   -0.84,   -1.92,   -4.55,   -4.83,   -2.40,   -3.27,   -1.83,   -2.12,   -4.57,   -4.50,   -4.42,   -5.21,   -2.07,   -2.65,   -3.36,   -3.17
198206,   -0.64,   -1.77,   -1.88,   -1.93,   -1.06,   -2.36,   -3.34,   -1.77,   -2.12,   -2.17,   -1.56,   -0.93,   -1.17,   -1.80,   -2.80,   -3.60,   -3.07
198207,   -2.98,   -2.64,   -3.32,   -2.02,   -0.68,   -1.10,   -2.77,   -3.71,   -2.80,   -3.88,    0.17,    0.17,   -2.32,   -2.39,   -0.28,   -1.73,   -3.89
198208,   10.55,    9.75,   11.34,   11.89,   12.87,   12.44,   13.58,   12.90,    9.22,   12.91,   10.74,   11.11,   16.39,   13.55,   11.76,   12.34,   14.94
198209,    3.34,    3.63,    2.28,    1.33,    2.62,    0.54,    0.24,    2.29,    2.28,    1.00,    1.71,    3.40,    1.14,    0.14,    0.79,    0.75,   -0.31
198210,   10.69,    9.28,   12.68,   10.29,   11.39,   12.22,   14.09,   11.72,   14.01,   10.05,   10.57,    9.92,   14.26,   14.73,   10.64,   13.47,   14.76
198211,    4.67,    4.52,    3.89,    4.22,    5.49,    5.61,    7.60,    4.60,    2.93,    2.37,    6.36,    4.72,    6.94,    7.47,    4.39,    6.68,    8.59
198212,    1.76,    2.78,    1.80,    0.53,    2.94,    1.03,   -1.21,    2.37,    1.02,    1.44,   -0.48,    4.98,   -0.80,    1.74,    0.54,   -1.38,   -1.02
198301,    3.59,    4.11,    2.35,    1.71,    3.94,    6.37,    5.97,    2.85,    1.65,    2.22,    1.14,    3.84,    4.11,    4.02,    7.98,    3.30,    8.77
198302,    4.92,    4.23,    3.23,    4.16,    2.22,    1.85,    3.28,    2.81,    3.81,    4.16,    4.16,    0.93,    4.70,    4.41,    0.15,    3.35,    3.21
198303,    4.65,    3.72,    6.16,    3.46,    3.82,    1.05,    2.23,    7.01,    4.96,    3.59,    3.31,    4.29,    2.97,    0.72,    1.27,    2.28,    2.18
198304,    6.75,    8.05,    7.07,    6.50,    8.44,    7.86,    6.88,    7.21,    6.86,    7.14,    5.78,   10.14,    5.27,    9.48,    6.75,    7.03,    6.72
198305,    0.56,    4.17,    0.03,   -0.93,    0.70,    1.14,    2.49,   -0.73,    1.12,   -0.33,   -1.61,   -0.38,    2.80,    1.59,    0.83,    1.98,    2.99
198306,    5.03,    5.69,    3.60,    3.38,    5.43,    3.04,    1.70,    4.08,    2.92,    3.32,    3.44,    6.45,    3.52,    6.61,    0.50,    1.50,    1.91
198307,   -1.53,   -4.13,   -3.85,   -3.37,   -3.54,   -2.58,   -3.99,   -4.42,   -3.05,   -2.87,   -3.77,   -4.70,   -2.88,   -2.81,   -2.18,   -2.87,   -5.57
198308,    2.15,    0.08,    0.75,   -0.34,   -0.43,    0.41,    0.64,   -0.10,    1.91,    0.31,   -0.88,   -1.47,    0.16,    0.47,    0.32,    2.86,   -2.59
198309,    1.13,    0.54,    0.39,    1.96,    2.47,    1.53,    3.06,    1.39,   -0.94,    2.62,    1.41,    1.59,    2.96,    0.92,    2.60,    3.58,    2.27
198310,   -0.52,   -4.51,   -2.30,   -2.64,   -2.76,   -2.35,   -2.75,   -1.74,   -3.07,   -3.26,   -2.12,   -0.74,   -3.86,   -2.01,   -2.93,   -1.26,   -5.05
198311,    2.39,    3.43,    4.17,    4.13,    1.80,    2.95,    1.76,    4.07,    4.30,    4.23,    4.05,    3.75,    0.71,    2.53,    3.69,    2.49,    0.58
198312,    0.13,   -1.50,    0.51,   -0.93,   -0.11,   -1.24,   -3.10,    1.03,   -0.20,   -0.83,   -1.02,   -2.75,    1.41,   -0.98,   -1.68,   -2.72,   -3.71
198401,    1.95,    5.91,   -1.99,   -2.50,   -3.39,   -3.15,   -0.18,   -1.62,   -2.51,   -3.03,   -2.06,   -4.32,   -2.87,   -3.69,   -2.22,    1.54,   -3.01
198402,   -0.75,   -1.75,   -4.75,   -4.54,   -4.65,   -5.11,   -4.90,   -5.33,   -3.93,   -5.27,   -3.94,   -5.91,   -3.95,   -4.83,   -5.59,   -4.27,   -5.98
198403,    1.73,    0.33,    2.91,    1.79,    2.10,    1.79,   -1.55,    2.82,    3.04,    2.48,    1.24,    1.53,    2.41,    1.67,    1.99,   -1.81,   -1.09
198404,    1.99,    0.87,    0.49,    0.32,    0.67,   -0.33,   -0.13,    0.72,    0.17,    0.31,    0.33,    0.83,    0.59,   -0.25,   -0.47,    0.85,   -1.82
198405,   -5.05,   -2.70,   -5.67,   -5.50,   -5.60,   -6.08,   -3.88,   -5.56,   -5.82,   -4.56,   -6.25,   -8.29,   -4.15,   -6.60,   -5.20,   -3.38,   -4.76
198406,    3.15,    1.78,    2.05,    3.26,    1.79,    2.81,    4.73,    1.09,    3.40,    4.20,    2.48,    3.40,    0.96,    2.75,    2.93,    7.13,    0.43
198407,   -2.25,   -4.40,   -3.11,   -0.88,   -1.17,   -1.44,   -2.84,   -3.13,   -3.10,   -3.12,    0.93,   -0.17,   -2.79,   -0.97,   -1.87,   -1.98,   -3.65
198408,   10.32,    8.34,   11.18,   11.06,   13.06,   10.82,   12.27,   10.24,   12.33,   11.44,   10.76,   12.86,   13.39,    9.72,   11.83,   12.30,   12.25
198409,    0.54,    0.85,    0.25,   -0.42,   -0.85,    0.58,   -0.86,    0.06,    0.48,    0.12,   -0.84,   -0.27,   -1.81,    0.32,    0.81,   -0.19,   -1.50
198410,    0.62,   -1.89,   -0.25,    0.06,    0.43,    0.61,    0.05,   -0.85,    0.48,    0.19,   -0.05,    0.25,    0.73,    1.32,   -0.02,    1.10,   -0.98
198411,   -0.41,    0.23,   -1.02,   -0.95,   -1.97,   -0.26,   -2.42,   -1.02,   -1.00,   -0.94,   -0.96,   -2.34,   -1.36,   -0.11,   -0.40,   -1.70,   -3.13
198412,    2.72,    0.65,    1.44,    2.58,    2.69,    3.02,    3.13,    1.44,    1.43,    0.88,    3.88,    1.99,    3.84,    2.02,    3.93,    2.30,    3.99
198501,    8.08,    6.62,    7.46,    8.61,    9.33,    8.24,   11.01,    7.99,    6.82,    9.42,    8.00,    9.19,    9.56,    7.13,    9.22,   10.21,   11.82
198502,    2.59,    4.34,    3.35,    1.71,    0.00,    0.93,    1.35,    3.45,    3.23,    2.66,    0.99,    0.28,   -0.45,    1.13,    0.77,    1.93,    0.77
198503,    1.04,   -0.35,    0.22,   -0.11,   -1.90,    0.89,   -1.72,    0.21,    0.23,    1.07,   -1.01,   -2.98,   -0.13,    1.81,    0.07,   -1.22,   -2.22
198504,   -0.14,    0.38,    0.06,   -1.36,   -0.02,   -0.41,   -0.67,   -0.09,    0.25,   -1.81,   -1.01,    1.00,   -1.65,    0.55,   -1.27,   -1.03,   -0.32
198505,    6.28,    2.20,    4.74,    7.37,    4.43,    6.50,    7.10,    4.92,    4.53,    6.79,    7.82,    3.94,    5.22,    6.83,    6.20,    7.89,    6.32
198506,    1.86,    1.51,    0.74,    1.84,    0.49,    2.65,    3.20,    0.00,    1.65,    2.80,    1.10,   -0.88,    2.74,    2.74,    2.57,    3.45,    2.94
198507,   -0.20,    1.22,    0.89,    2.27,   -1.16,   -1.74,   -1.89,    1.82,    0.20,    2.85,    1.23,   -0.82,   -1.43,    1.06,   -3.79,   -3.32,    0.63
198508,    0.93,    1.37,   -1.58,   -1.58,   -1.73,    0.29,   -1.30,   -2.00,   -1.27,   -1.46,   -1.80,   -2.30,   -1.25,   -0.33,    0.75,   -0.58,   -2.53
198509,   -2.23,   -3.37,   -4.26,   -3.10,   -4.45,   -5.18,   -6.28,   -4.93,   -3.77,   -2.09,   -4.94,   -4.74,   -4.20,   -3.94,   -6.11,   -5.59,   -7.47
198510,    4.67,    5.18,    3.69,    4.55,    5.52,    4.85,    4.23,    3.16,    4.08,    4.79,    4.11,    5.55,    5.50,    3.08,    6.19,    5.07,    2.73
198511,    6.36,    5.21,    7.56,    8.50,    7.08,    6.08,    7.45,    9.59,    6.05,    7.65,   10.05,    6.07,    7.91,    6.81,    5.55,    7.94,    6.56
198512,    3.35,    2.75,    4.45,    5.69,    4.94,    5.37,    4.70,    5.93,    3.32,    7.76,    2.12,    4.32,    5.44,    4.82,    5.79,    4.87,    4.39
198601,    0.22,    1.58,    0.61,   -0.62,    3.06,    3.10,    1.37,   -0.58,    1.55,   -0.69,   -0.49,    1.99,    3.90,    3.74,    2.62,    0.77,    2.45
198602,    8.07,    6.69,    7.83,    6.75,    8.79,    8.23,    7.34,    8.15,    7.59,    5.02,    9.87,    7.23,    9.99,    8.46,    8.05,    7.04,    7.87
198603,    7.11,    5.04,    4.69,    4.09,    6.27,    4.13,    4.80,    3.99,    5.24,    3.83,    4.55,    6.59,    6.03,    3.25,    4.78,    4.90,    4.62
198604,   -0.50,   -0.57,   -1.72,    1.01,   -2.56,   -1.69,   -0.35,   -1.47,   -1.91,    1.32,    0.47,   -1.71,   -3.20,    0.61,   -3.38,   -0.68,    0.24
198605,    6.54,    4.31,    3.94,    4.28,    5.62,    4.99,    3.92,    4.32,    3.64,    3.70,    5.27,    6.16,    5.21,    4.73,    5.19,    3.29,    5.01
198606,    2.72,    2.36,    1.20,   -0.89,    1.09,    1.76,    1.30,    1.92,    0.64,   -2.06,    1.08,    1.25,    0.97,    0.32,    2.86,    1.94,    0.20
198607,   -4.97,   -4.79,   -7.47,   -7.67,   -5.91,   -4.17,   -5.44,   -7.15,   -7.65,   -8.17,   -6.98,   -7.77,   -4.54,   -5.24,   -2.93,   -3.50,   -7.84
